Date,Timestamp,Parameter,Value
2025-07-09,2025-07-09 23:00:00,CIT,24.0
2025-07-10,2025-07-10 00:00:00,CIT,24.0
2025-07-10,2025-07-10 01:00:00,CIT,24.0
2025-07-10,2025-07-10 02:00:00,CIT,24.0
2025-07-10,2025-07-10 03:00:00,CIT,24.0
2025-07-10,2025-07-10 04:00:00,CIT,24.0
2025-07-10,2025-07-10 05:00:00,CIT,23.0
2025-07-12,2025-07-12 10:00:00,CIT,27.0
2025-07-12,2025-07-12 11:00:00,CIT,29.0
2025-07-12,2025-07-12 12:00:00,CIT,29.0
2025-07-12,2025-07-12 13:00:00,CIT,30.0
2025-07-12,2025-07-12 14:00:00,CIT,30.0
2025-07-12,2025-07-12 15:00:00,CIT,29.0
2025-07-12,2025-07-12 16:00:00,CIT,30.0
2025-07-12,2025-07-12 17:00:00,CIT,29.0
2025-07-12,2025-07-12 18:00:00,CIT,29.0
2025-07-12,2025-07-12 19:00:00,CIT,28.0
2025-07-12,2025-07-12 20:00:00,CIT,27.0
2025-07-12,2025-07-12 21:00:00,CIT,27.0
2025-07-12,2025-07-12 22:00:00,CIT,26.0
2025-07-12,2025-07-12 23:00:00,CIT,26.0
2025-07-18,2025-07-18 14:00:00,CIT,81.3
2025-07-18,2025-07-18 15:00:00,CIT,79.5
2025-07-18,2025-07-18 16:00:00,CIT,82.4
2025-07-18,2025-07-18 17:00:00,CIT,82.5
2025-07-18,2025-07-18 18:00:00,CIT,81.0
2025-07-18,2025-07-18 19:00:00,CIT,92.0
2025-07-18,2025-07-18 20:00:00,CIT,97.2
2025-07-18,2025-07-18 21:00:00,CIT,98.0
2025-07-18,2025-07-18 22:00:00,CIT,94.8
2025-07-18,2025-07-18 23:00:00,CIT,100.3
2025-07-19,2025-07-19 00:00:00,CIT,25.0
2025-07-19,2025-07-19 01:00:00,CIT,25.0
2025-07-19,2025-07-19 02:00:00,CIT,25.0
2025-07-19,2025-07-19 03:00:00,CIT,25.0
2025-07-19,2025-07-19 04:00:00,CIT,25.0
2025-07-19,2025-07-19 05:00:00,CIT,25.0
2025-07-19,2025-07-19 06:00:00,CIT,25.0
2025-07-19,2025-07-19 07:00:00,CIT,25.0
2025-07-19,2025-07-19 08:00:00,CIT,24.0
2025-07-19,2025-07-19 09:00:00,CIT,27.0
2025-07-19,2025-07-19 10:00:00,CIT,27.0
2025-07-19,2025-07-19 11:00:00,CIT,28.0
2025-07-19,2025-07-19 12:00:00,CIT,28.0
2025-07-19,2025-07-19 13:00:00,CIT,29.0
2025-07-19,2025-07-19 14:00:00,CIT,30.0
2025-07-19,2025-07-19 15:00:00,CIT,30.0
2025-07-19,2025-07-19 16:00:00,CIT,30.0
2025-07-19,2025-07-19 17:00:00,CIT,30.0
2025-07-19,2025-07-19 18:00:00,CIT,29.0
2025-07-19,2025-07-19 19:00:00,CIT,28.0
2025-07-19,2025-07-19 21:00:00,CIT,26.0
2025-07-19,2025-07-19 22:00:00,CIT,26.0
2025-07-19,2025-07-19 23:00:00,CIT,26.0
2025-07-20,2025-07-20 00:00:00,CIT,26.0
2025-07-20,2025-07-20 01:00:00,CIT,26.0
2025-07-20,2025-07-20 02:00:00,CIT,25.0
2025-07-20,2025-07-20 03:00:00,CIT,25.0
2025-07-20,2025-07-20 04:00:00,CIT,25.0
2025-07-20,2025-07-20 05:00:00,CIT,25.0
2025-07-20,2025-07-20 06:00:00,CIT,25.0
2025-07-20,2025-07-20 07:00:00,CIT,25.0
2025-07-20,2025-07-20 08:00:00,CIT,26.0
2025-07-20,2025-07-20 09:00:00,CIT,26.0
2025-07-20,2025-07-20 10:00:00,CIT,26.0
2025-07-20,2025-07-20 11:00:00,CIT,30.0
2025-07-20,2025-07-20 12:00:00,CIT,30.0
2025-07-20,2025-07-20 13:00:00,CIT,30.0
2025-07-20,2025-07-20 14:00:00,CIT,30.0
2025-07-20,2025-07-20 15:00:00,CIT,30.0
2025-07-20,2025-07-20 16:00:00,CIT,28.0
2025-07-20,2025-07-20 17:00:00,CIT,27.0
2025-07-20,2025-07-20 18:00:00,CIT,28.0
2025-07-20,2025-07-20 19:00:00,CIT,27.0
2025-07-20,2025-07-20 20:00:00,CIT,26.0
2025-07-20,2025-07-20 21:00:00,CIT,25.0
2025-07-20,2025-07-20 22:00:00,CIT,25.0
2025-07-20,2025-07-20 23:00:00,CIT,25.0
2025-07-21,2025-07-21 00:00:00,CIT,25.0
2025-07-21,2025-07-21 01:00:00,CIT,25.0
2025-07-21,2025-07-21 02:00:00,CIT,25.0
2025-07-21,2025-07-21 03:00:00,CIT,24.0
2025-07-21,2025-07-21 04:00:00,CIT,24.0
2025-07-21,2025-07-21 05:00:00,CIT,25.0
2025-07-21,2025-07-21 06:00:00,CIT,24.0
2025-07-21,2025-07-21 07:00:00,CIT,24.0
2025-07-21,2025-07-21 08:00:00,CIT,24.0
2025-07-21,2025-07-21 09:00:00,CIT,24.0
2025-07-21,2025-07-21 10:00:00,CIT,25.0
2025-07-21,2025-07-21 11:00:00,CIT,25.0
2025-07-21,2025-07-21 12:00:00,CIT,25.0
2025-07-21,2025-07-21 13:00:00,CIT,25.0
2025-07-21,2025-07-21 14:00:00,CIT,25.0
2025-07-21,2025-07-21 15:00:00,CIT,25.0
2025-07-21,2025-07-21 16:00:00,CIT,25.0
2025-07-21,2025-07-21 17:00:00,CIT,25.0
2025-07-21,2025-07-21 18:00:00,CIT,26.0
2025-07-21,2025-07-21 19:00:00,CIT,25.0
2025-07-21,2025-07-21 20:00:00,CIT,26.0
2025-07-21,2025-07-21 21:00:00,CIT,25.0
2025-07-21,2025-07-21 22:00:00,CIT,25.0
2025-07-21,2025-07-21 23:00:00,CIT,25.0
2025-07-22,2025-07-22 00:00:00,CIT,24.0
2025-07-22,2025-07-22 01:00:00,CIT,23.0
2025-07-22,2025-07-22 02:00:00,CIT,23.0
2025-07-22,2025-07-22 03:00:00,CIT,23.0
2025-07-22,2025-07-22 04:00:00,CIT,24.0
2025-07-22,2025-07-22 05:00:00,CIT,24.0
2025-07-22,2025-07-22 06:00:00,CIT,24.0
2025-07-22,2025-07-22 07:00:00,CIT,24.0
2025-07-22,2025-07-22 08:00:00,CIT,24.0
2025-07-22,2025-07-22 09:00:00,CIT,24.0
2025-07-22,2025-07-22 10:00:00,CIT,24.0
2025-07-22,2025-07-22 11:00:00,CIT,24.0
2025-07-22,2025-07-22 12:00:00,CIT,24.0
2025-07-22,2025-07-22 13:00:00,CIT,25.0
2025-07-22,2025-07-22 14:00:00,CIT,27.0
2025-07-22,2025-07-22 15:00:00,CIT,27.0
2025-07-22,2025-07-22 16:00:00,CIT,28.0
2025-07-22,2025-07-22 17:00:00,CIT,29.0
2025-07-22,2025-07-22 18:00:00,CIT,27.0
2025-07-22,2025-07-22 19:00:00,CIT,27.0
2025-07-22,2025-07-22 20:00:00,CIT,25.0
2025-07-22,2025-07-22 21:00:00,CIT,25.0
2025-07-22,2025-07-22 22:00:00,CIT,25.0
2025-07-22,2025-07-22 23:00:00,CIT,25.0
2025-07-03,2025-07-03 00:00:00,Filter_DP,171.3
2025-07-03,2025-07-03 01:00:00,Filter_DP,171.2
2025-07-03,2025-07-03 02:00:00,Filter_DP,168.8
2025-07-03,2025-07-03 03:00:00,Filter_DP,166.9
2025-07-03,2025-07-03 17:00:00,Filter_DP,137.1
2025-07-03,2025-07-03 18:00:00,Filter_DP,157.0
2025-07-03,2025-07-03 19:00:00,Filter_DP,175.9
2025-07-03,2025-07-03 20:00:00,Filter_DP,156.5
2025-07-03,2025-07-03 21:00:00,Filter_DP,162.1
2025-07-03,2025-07-03 22:00:00,Filter_DP,174.0
2025-07-03,2025-07-03 23:00:00,Filter_DP,180.6
2025-07-04,2025-07-04 00:00:00,Filter_DP,180.9
2025-07-04,2025-07-04 01:00:00,Filter_DP,160.3
2025-07-04,2025-07-04 02:00:00,Filter_DP,162.3
2025-07-04,2025-07-04 03:00:00,Filter_DP,165.5
2025-07-04,2025-07-04 04:00:00,Filter_DP,176.0
2025-07-04,2025-07-04 05:00:00,Filter_DP,191.7
2025-07-04,2025-07-04 06:00:00,Filter_DP,194.6
2025-07-04,2025-07-04 07:00:00,Filter_DP,180.0
2025-07-04,2025-07-04 08:00:00,Filter_DP,180.0
2025-07-04,2025-07-04 09:00:00,Filter_DP,150.1
2025-07-04,2025-07-04 10:00:00,Filter_DP,130.0
2025-07-04,2025-07-04 11:00:00,Filter_DP,140.0
2025-07-04,2025-07-04 12:00:00,Filter_DP,137.0
2025-07-04,2025-07-04 13:00:00,Filter_DP,126.6
2025-07-04,2025-07-04 14:00:00,Filter_DP,126.3
2025-07-04,2025-07-04 15:00:00,Filter_DP,157.3
2025-07-04,2025-07-04 16:00:00,Filter_DP,157.6
2025-07-04,2025-07-04 17:00:00,Filter_DP,134.0
2025-07-04,2025-07-04 18:00:00,Filter_DP,144.3
2025-07-04,2025-07-04 19:00:00,Filter_DP,143.0
2025-07-04,2025-07-04 20:00:00,Filter_DP,152.4
2025-07-04,2025-07-04 21:00:00,Filter_DP,152.3
2025-07-04,2025-07-04 22:00:00,Filter_DP,131.9
2025-07-04,2025-07-04 23:00:00,Filter_DP,140.0
2025-07-05,2025-07-05 00:00:00,Filter_DP,148.9
2025-07-05,2025-07-05 01:00:00,Filter_DP,162.1
2025-07-05,2025-07-05 02:00:00,Filter_DP,191.1
2025-07-05,2025-07-05 03:00:00,Filter_DP,182.6
2025-07-05,2025-07-05 04:00:00,Filter_DP,173.5
2025-07-05,2025-07-05 05:00:00,Filter_DP,189.1
2025-07-05,2025-07-05 06:00:00,Filter_DP,186.2
2025-07-05,2025-07-05 07:00:00,Filter_DP,188.6
2025-07-05,2025-07-05 08:00:00,Filter_DP,187.0
2025-07-05,2025-07-05 09:00:00,Filter_DP,143.3
2025-07-05,2025-07-05 10:00:00,Filter_DP,123.9
2025-07-05,2025-07-05 11:00:00,Filter_DP,129.5
2025-07-05,2025-07-05 12:00:00,Filter_DP,137.5
2025-07-05,2025-07-05 13:00:00,Filter_DP,132.7
2025-07-05,2025-07-05 14:00:00,Filter_DP,122.6
2025-07-05,2025-07-05 15:00:00,Filter_DP,135.7
2025-07-05,2025-07-05 16:00:00,Filter_DP,156.6
2025-07-05,2025-07-05 17:00:00,Filter_DP,145.2
2025-07-05,2025-07-05 18:00:00,Filter_DP,146.6
2025-07-05,2025-07-05 19:00:00,Filter_DP,139.0
2025-07-05,2025-07-05 20:00:00,Filter_DP,161.2
2025-07-05,2025-07-05 21:00:00,Filter_DP,152.0
2025-07-05,2025-07-05 22:00:00,Filter_DP,162.1
2025-07-05,2025-07-05 23:00:00,Filter_DP,156.4
2025-07-06,2025-07-06 00:00:00,Filter_DP,163.7
2025-07-06,2025-07-06 01:00:00,Filter_DP,193.6
2025-07-06,2025-07-06 02:00:00,Filter_DP,186.1
2025-07-06,2025-07-06 03:00:00,Filter_DP,184.7
2025-07-06,2025-07-06 04:00:00,Filter_DP,183.7
2025-07-06,2025-07-06 05:00:00,Filter_DP,188.8
2025-07-06,2025-07-06 06:00:00,Filter_DP,188.1
2025-07-06,2025-07-06 07:00:00,Filter_DP,183.7
2025-07-06,2025-07-06 08:00:00,Filter_DP,175.1
2025-07-06,2025-07-06 09:00:00,Filter_DP,161.3
2025-07-06,2025-07-06 10:00:00,Filter_DP,119.1
2025-07-06,2025-07-06 11:00:00,Filter_DP,131.9
2025-07-06,2025-07-06 12:00:00,Filter_DP,136.8
2025-07-06,2025-07-06 13:00:00,Filter_DP,148.6
2025-07-06,2025-07-06 14:00:00,Filter_DP,142.0
2025-07-06,2025-07-06 15:00:00,Filter_DP,128.9
2025-07-06,2025-07-06 16:00:00,Filter_DP,113.9
2025-07-06,2025-07-06 17:00:00,Filter_DP,140.5
2025-07-06,2025-07-06 18:00:00,Filter_DP,142.3
2025-07-06,2025-07-06 19:00:00,Filter_DP,145.0
2025-07-06,2025-07-06 20:00:00,Filter_DP,140.1
2025-07-06,2025-07-06 21:00:00,Filter_DP,153.5
2025-07-06,2025-07-06 22:00:00,Filter_DP,143.7
2025-07-06,2025-07-06 23:00:00,Filter_DP,154.0
2025-07-07,2025-07-07 00:00:00,Filter_DP,157.0
2025-07-07,2025-07-07 01:00:00,Filter_DP,185.5
2025-07-07,2025-07-07 02:00:00,Filter_DP,174.1
2025-07-07,2025-07-07 03:00:00,Filter_DP,168.1
2025-07-07,2025-07-07 04:00:00,Filter_DP,176.8
2025-07-07,2025-07-07 05:00:00,Filter_DP,178.7
2025-07-07,2025-07-07 06:00:00,Filter_DP,181.9
2025-07-07,2025-07-07 07:00:00,Filter_DP,154.4
2025-07-07,2025-07-07 08:00:00,Filter_DP,185.5
2025-07-07,2025-07-07 09:00:00,Filter_DP,176.1
2025-07-07,2025-07-07 10:00:00,Filter_DP,132.2
2025-07-07,2025-07-07 11:00:00,Filter_DP,147.2
2025-07-07,2025-07-07 12:00:00,Filter_DP,146.0
2025-07-07,2025-07-07 13:00:00,Filter_DP,123.4
2025-07-07,2025-07-07 14:00:00,Filter_DP,123.5
2025-07-07,2025-07-07 15:00:00,Filter_DP,141.8
2025-07-07,2025-07-07 16:00:00,Filter_DP,138.1
2025-07-07,2025-07-07 17:00:00,Filter_DP,120.4
2025-07-07,2025-07-07 18:00:00,Filter_DP,178.2
2025-07-07,2025-07-07 19:00:00,Filter_DP,182.1
2025-07-07,2025-07-07 20:00:00,Filter_DP,188.0
2025-07-07,2025-07-07 21:00:00,Filter_DP,186.0
2025-07-07,2025-07-07 22:00:00,Filter_DP,189.2
2025-07-07,2025-07-07 23:00:00,Filter_DP,193.2
2025-07-08,2025-07-08 00:00:00,Filter_DP,192.3
2025-07-08,2025-07-08 01:00:00,Filter_DP,196.5
2025-07-08,2025-07-08 02:00:00,Filter_DP,199.4
2025-07-08,2025-07-08 03:00:00,Filter_DP,191.9
2025-07-08,2025-07-08 04:00:00,Filter_DP,189.3
2025-07-08,2025-07-08 05:00:00,Filter_DP,194.1
2025-07-08,2025-07-08 06:00:00,Filter_DP,196.9
2025-07-08,2025-07-08 07:00:00,Filter_DP,189.5
2025-07-08,2025-07-08 08:00:00,Filter_DP,182.6
2025-07-08,2025-07-08 09:00:00,Filter_DP,182.6
2025-07-08,2025-07-08 10:00:00,Filter_DP,170.6
2025-07-08,2025-07-08 11:00:00,Filter_DP,143.0
2025-07-08,2025-07-08 12:00:00,Filter_DP,142.3
2025-07-08,2025-07-08 13:00:00,Filter_DP,141.1
2025-07-08,2025-07-08 14:00:00,Filter_DP,140.4
2025-07-08,2025-07-08 15:00:00,Filter_DP,141.7
2025-07-08,2025-07-08 16:00:00,Filter_DP,160.1
2025-07-08,2025-07-08 17:00:00,Filter_DP,177.4
2025-07-08,2025-07-08 18:00:00,Filter_DP,159.8
2025-07-08,2025-07-08 19:00:00,Filter_DP,179.2
2025-07-08,2025-07-08 20:00:00,Filter_DP,196.7
2025-07-08,2025-07-08 21:00:00,Filter_DP,194.8
2025-07-08,2025-07-08 22:00:00,Filter_DP,170.6
2025-07-08,2025-07-08 23:00:00,Filter_DP,160.8
2025-07-09,2025-07-09 00:00:00,Filter_DP,173.1
2025-07-09,2025-07-09 01:00:00,Filter_DP,181.0
2025-07-09,2025-07-09 02:00:00,Filter_DP,172.1
2025-07-09,2025-07-09 03:00:00,Filter_DP,165.7
2025-07-09,2025-07-09 04:00:00,Filter_DP,166.9
2025-07-09,2025-07-09 05:00:00,Filter_DP,172.2
2025-07-09,2025-07-09 06:00:00,Filter_DP,181.5
2025-07-09,2025-07-09 07:00:00,Filter_DP,196.1
2025-07-09,2025-07-09 08:00:00,Filter_DP,174.0
2025-07-09,2025-07-09 09:00:00,Filter_DP,163.0
2025-07-09,2025-07-09 10:00:00,Filter_DP,136.7
2025-07-09,2025-07-09 11:00:00,Filter_DP,140.6
2025-07-09,2025-07-09 12:00:00,Filter_DP,133.0
2025-07-09,2025-07-09 13:00:00,Filter_DP,131.1
2025-07-09,2025-07-09 14:00:00,Filter_DP,135.1
2025-07-09,2025-07-09 15:00:00,Filter_DP,115.1
2025-07-09,2025-07-09 16:00:00,Filter_DP,132.8
2025-07-09,2025-07-09 17:00:00,Filter_DP,136.1
2025-07-09,2025-07-09 18:00:00,Filter_DP,162.9
2025-07-09,2025-07-09 19:00:00,Filter_DP,185.1
2025-07-09,2025-07-09 20:00:00,Filter_DP,191.1
2025-07-09,2025-07-09 21:00:00,Filter_DP,180.8
2025-07-09,2025-07-09 22:00:00,Filter_DP,191.5
2025-07-09,2025-07-09 23:00:00,Filter_DP,187.4
2025-07-10,2025-07-10 00:00:00,Filter_DP,187.3
2025-07-10,2025-07-10 01:00:00,Filter_DP,187.4
2025-07-10,2025-07-10 02:00:00,Filter_DP,187.3
2025-07-10,2025-07-10 03:00:00,Filter_DP,187.4
2025-07-10,2025-07-10 04:00:00,Filter_DP,199.2
2025-07-10,2025-07-10 05:00:00,Filter_DP,202.8
2025-07-12,2025-07-12 10:00:00,Filter_DP,113.0
2025-07-12,2025-07-12 11:00:00,Filter_DP,127.1
2025-07-12,2025-07-12 12:00:00,Filter_DP,127.5
2025-07-12,2025-07-12 13:00:00,Filter_DP,94.4
2025-07-12,2025-07-12 14:00:00,Filter_DP,126.6
2025-07-12,2025-07-12 15:00:00,Filter_DP,127.0
2025-07-12,2025-07-12 16:00:00,Filter_DP,121.6
2025-07-12,2025-07-12 17:00:00,Filter_DP,129.3
2025-07-12,2025-07-12 18:00:00,Filter_DP,130.7
2025-07-12,2025-07-12 19:00:00,Filter_DP,134.1
2025-07-12,2025-07-12 20:00:00,Filter_DP,130.0
2025-07-12,2025-07-12 21:00:00,Filter_DP,148.8
2025-07-12,2025-07-12 22:00:00,Filter_DP,147.2
2025-07-12,2025-07-12 23:00:00,Filter_DP,146.6
2025-07-18,2025-07-18 14:00:00,Filter_DP,86.5
2025-07-18,2025-07-18 15:00:00,Filter_DP,84.0
2025-07-18,2025-07-18 16:00:00,Filter_DP,89.6
2025-07-18,2025-07-18 17:00:00,Filter_DP,98.0
2025-07-18,2025-07-18 18:00:00,Filter_DP,87.9
2025-07-18,2025-07-18 19:00:00,Filter_DP,98.8
2025-07-18,2025-07-18 20:00:00,Filter_DP,105.9
2025-07-18,2025-07-18 21:00:00,Filter_DP,106.2
2025-07-18,2025-07-18 22:00:00,Filter_DP,112.4
2025-07-18,2025-07-18 23:00:00,Filter_DP,109.8
2025-07-19,2025-07-19 00:00:00,Filter_DP,142.7
2025-07-19,2025-07-19 01:00:00,Filter_DP,148.1
2025-07-19,2025-07-19 02:00:00,Filter_DP,150.0
2025-07-19,2025-07-19 03:00:00,Filter_DP,145.2
2025-07-19,2025-07-19 04:00:00,Filter_DP,148.9
2025-07-19,2025-07-19 05:00:00,Filter_DP,165.4
2025-07-19,2025-07-19 06:00:00,Filter_DP,177.4
2025-07-19,2025-07-19 07:00:00,Filter_DP,162.8
2025-07-19,2025-07-19 08:00:00,Filter_DP,176.2
2025-07-19,2025-07-19 09:00:00,Filter_DP,141.8
2025-07-19,2025-07-19 10:00:00,Filter_DP,115.3
2025-07-19,2025-07-19 11:00:00,Filter_DP,114.5
2025-07-19,2025-07-19 12:00:00,Filter_DP,125.3
2025-07-19,2025-07-19 13:00:00,Filter_DP,121.0
2025-07-19,2025-07-19 14:00:00,Filter_DP,129.9
2025-07-19,2025-07-19 15:00:00,Filter_DP,131.3
2025-07-19,2025-07-19 16:00:00,Filter_DP,119.9
2025-07-19,2025-07-19 17:00:00,Filter_DP,132.3
2025-07-19,2025-07-19 18:00:00,Filter_DP,124.8
2025-07-19,2025-07-19 19:00:00,Filter_DP,131.0
2025-07-19,2025-07-19 20:00:00,Filter_DP,146.6
2025-07-19,2025-07-19 21:00:00,Filter_DP,147.4
2025-07-19,2025-07-19 22:00:00,Filter_DP,132.1
2025-07-19,2025-07-19 23:00:00,Filter_DP,125.2
2025-07-20,2025-07-20 00:00:00,Filter_DP,134.8
2025-07-20,2025-07-20 01:00:00,Filter_DP,124.8
2025-07-20,2025-07-20 02:00:00,Filter_DP,131.0
2025-07-20,2025-07-20 03:00:00,Filter_DP,143.6
2025-07-20,2025-07-20 04:00:00,Filter_DP,161.8
2025-07-20,2025-07-20 05:00:00,Filter_DP,172.0
2025-07-20,2025-07-20 06:00:00,Filter_DP,174.3
2025-07-20,2025-07-20 07:00:00,Filter_DP,185.4
2025-07-20,2025-07-20 08:00:00,Filter_DP,171.1
2025-07-20,2025-07-20 09:00:00,Filter_DP,154.3
2025-07-20,2025-07-20 10:00:00,Filter_DP,146.5
2025-07-20,2025-07-20 11:00:00,Filter_DP,150.0
2025-07-20,2025-07-20 12:00:00,Filter_DP,129.6
2025-07-20,2025-07-20 13:00:00,Filter_DP,133.1
2025-07-20,2025-07-20 14:00:00,Filter_DP,131.9
2025-07-20,2025-07-20 15:00:00,Filter_DP,131.4
2025-07-20,2025-07-20 16:00:00,Filter_DP,129.1
2025-07-20,2025-07-20 17:00:00,Filter_DP,127.7
2025-07-20,2025-07-20 18:00:00,Filter_DP,60.2
2025-07-20,2025-07-20 19:00:00,Filter_DP,59.0
2025-07-20,2025-07-20 20:00:00,Filter_DP,58.2
2025-07-20,2025-07-20 21:00:00,Filter_DP,57.6
2025-07-20,2025-07-20 22:00:00,Filter_DP,58.5
2025-07-20,2025-07-20 23:00:00,Filter_DP,57.9
2025-07-21,2025-07-21 00:00:00,Filter_DP,138.7
2025-07-21,2025-07-21 01:00:00,Filter_DP,134.1
2025-07-21,2025-07-21 02:00:00,Filter_DP,126.0
2025-07-21,2025-07-21 03:00:00,Filter_DP,145.2
2025-07-21,2025-07-21 04:00:00,Filter_DP,142.3
2025-07-21,2025-07-21 05:00:00,Filter_DP,169.9
2025-07-21,2025-07-21 06:00:00,Filter_DP,166.7
2025-07-21,2025-07-21 07:00:00,Filter_DP,174.6
2025-07-21,2025-07-21 08:00:00,Filter_DP,174.1
2025-07-21,2025-07-21 09:00:00,Filter_DP,167.0
2025-07-21,2025-07-21 10:00:00,Filter_DP,174.0
2025-07-21,2025-07-21 11:00:00,Filter_DP,169.9
2025-07-21,2025-07-21 12:00:00,Filter_DP,185.0
2025-07-21,2025-07-21 13:00:00,Filter_DP,185.0
2025-07-21,2025-07-21 14:00:00,Filter_DP,171.2
2025-07-21,2025-07-21 15:00:00,Filter_DP,164.5
2025-07-21,2025-07-21 16:00:00,Filter_DP,159.0
2025-07-21,2025-07-21 17:00:00,Filter_DP,159.7
2025-07-21,2025-07-21 18:00:00,Filter_DP,145.3
2025-07-21,2025-07-21 19:00:00,Filter_DP,161.5
2025-07-21,2025-07-21 20:00:00,Filter_DP,164.1
2025-07-21,2025-07-21 21:00:00,Filter_DP,121.5
2025-07-21,2025-07-21 22:00:00,Filter_DP,167.5
2025-07-21,2025-07-21 23:00:00,Filter_DP,164.7
2025-07-03,2025-07-03 00:00:00,GT_Speed,3019.0
2025-07-03,2025-07-03 01:00:00,GT_Speed,3020.0
2025-07-03,2025-07-03 02:00:00,GT_Speed,3014.0
2025-07-03,2025-07-03 03:00:00,GT_Speed,3013.0
2025-07-03,2025-07-03 17:00:00,GT_Speed,3032.0
2025-07-03,2025-07-03 18:00:00,GT_Speed,3025.0
2025-07-03,2025-07-03 19:00:00,GT_Speed,3014.0
2025-07-03,2025-07-03 20:00:00,GT_Speed,3017.0
2025-07-03,2025-07-03 21:00:00,GT_Speed,3010.0
2025-07-03,2025-07-03 22:00:00,GT_Speed,3012.0
2025-07-03,2025-07-03 23:00:00,GT_Speed,3022.0
2025-07-04,2025-07-04 00:00:00,GT_Speed,3022.0
2025-07-04,2025-07-04 01:00:00,GT_Speed,3023.0
2025-07-04,2025-07-04 02:00:00,GT_Speed,3019.0
2025-07-04,2025-07-04 03:00:00,GT_Speed,3021.0
2025-07-04,2025-07-04 04:00:00,GT_Speed,3008.0
2025-07-04,2025-07-04 05:00:00,GT_Speed,3007.0
2025-07-04,2025-07-04 06:00:00,GT_Speed,3019.0
2025-07-04,2025-07-04 07:00:00,GT_Speed,3019.0
2025-07-04,2025-07-04 08:00:00,GT_Speed,3021.0
2025-07-04,2025-07-04 09:00:00,GT_Speed,3020.0
2025-07-04,2025-07-04 10:00:00,GT_Speed,3010.0
2025-07-04,2025-07-04 11:00:00,GT_Speed,3018.0
2025-07-04,2025-07-04 12:00:00,GT_Speed,3020.0
2025-07-04,2025-07-04 13:00:00,GT_Speed,3020.0
2025-07-04,2025-07-04 14:00:00,GT_Speed,3014.0
2025-07-04,2025-07-04 15:00:00,GT_Speed,3012.0
2025-07-04,2025-07-04 16:00:00,GT_Speed,3019.0
2025-07-04,2025-07-04 17:00:00,GT_Speed,3014.0
2025-07-04,2025-07-04 18:00:00,GT_Speed,3015.0
2025-07-04,2025-07-04 19:00:00,GT_Speed,3007.0
2025-07-04,2025-07-04 20:00:00,GT_Speed,3008.0
2025-07-04,2025-07-04 21:00:00,GT_Speed,3020.0
2025-07-04,2025-07-04 22:00:00,GT_Speed,3022.0
2025-07-04,2025-07-04 23:00:00,GT_Speed,3023.0
2025-07-06,2025-07-06 00:00:00,GT_Speed,3028.0
2025-07-06,2025-07-06 01:00:00,GT_Speed,3017.0
2025-07-06,2025-07-06 02:00:00,GT_Speed,3019.0
2025-07-06,2025-07-06 03:00:00,GT_Speed,3016.0
2025-07-06,2025-07-06 04:00:00,GT_Speed,3018.0
2025-07-06,2025-07-06 05:00:00,GT_Speed,2013.0
2025-07-06,2025-07-06 06:00:00,GT_Speed,2009.0
2025-07-06,2025-07-06 07:00:00,GT_Speed,3011.0
2025-07-06,2025-07-06 08:00:00,GT_Speed,3028.0
2025-07-06,2025-07-06 09:00:00,GT_Speed,3032.0
2025-07-06,2025-07-06 10:00:00,GT_Speed,3030.0
2025-07-06,2025-07-06 11:00:00,GT_Speed,3018.0
2025-07-06,2025-07-06 12:00:00,GT_Speed,3007.0
2025-07-06,2025-07-06 13:00:00,GT_Speed,3012.0
2025-07-06,2025-07-06 14:00:00,GT_Speed,3016.0
2025-07-06,2025-07-06 15:00:00,GT_Speed,3019.0
2025-07-06,2025-07-06 16:00:00,GT_Speed,3031.0
2025-07-06,2025-07-06 17:00:00,GT_Speed,3007.0
2025-07-06,2025-07-06 18:00:00,GT_Speed,3013.0
2025-07-06,2025-07-06 19:00:00,GT_Speed,3008.0
2025-07-06,2025-07-06 20:00:00,GT_Speed,3022.0
2025-07-06,2025-07-06 21:00:00,GT_Speed,3012.0
2025-07-06,2025-07-06 22:00:00,GT_Speed,3015.0
2025-07-06,2025-07-06 23:00:00,GT_Speed,3016.0
2025-07-07,2025-07-07 00:00:00,GT_Speed,3018.0
2025-07-07,2025-07-07 01:00:00,GT_Speed,3017.0
2025-07-07,2025-07-07 02:00:00,GT_Speed,3016.0
2025-07-07,2025-07-07 03:00:00,GT_Speed,3012.0
2025-07-07,2025-07-07 04:00:00,GT_Speed,3017.0
2025-07-07,2025-07-07 05:00:00,GT_Speed,3004.0
2025-07-07,2025-07-07 06:00:00,GT_Speed,3012.0
2025-07-07,2025-07-07 07:00:00,GT_Speed,3018.0
2025-07-07,2025-07-07 08:00:00,GT_Speed,3021.0
2025-07-07,2025-07-07 09:00:00,GT_Speed,3021.0
2025-07-07,2025-07-07 10:00:00,GT_Speed,3018.0
2025-07-07,2025-07-07 11:00:00,GT_Speed,3016.0
2025-07-07,2025-07-07 12:00:00,GT_Speed,3013.0
2025-07-07,2025-07-07 13:00:00,GT_Speed,3022.0
2025-07-07,2025-07-07 14:00:00,GT_Speed,3022.0
2025-07-07,2025-07-07 15:00:00,GT_Speed,3024.0
2025-07-07,2025-07-07 16:00:00,GT_Speed,3016.0
2025-07-07,2025-07-07 17:00:00,GT_Speed,3015.0
